06 August 2004 18:13:50,281884,2,50,2726956381513270,1,4
06 August 2004 18:13:50,281884,2,50,2741700308864766,0,8
06 August 2004 18:19:41,281900,2,20,2731647631125118,0,3
06 August 2004 18:19:41,281900,2,20,2740359951832997,1,6
06 August 2004 18:19:55,281902,2,50,2737009059253030,1,0
06 August 2004 18:19:55,281902,2,50,2736338880736945,0,2
06 August 2004 18:20:49,281903,2,50,2737679237769101,1,1
06 August 2004 18:20:49,281903,2,50,2739019594800957,0,4
06 August 2004 18:23:30,281906,2,50,2728296738545263,1,5
06 August 2004 18:23:30,281906,2,50,2734328345189116,0,4
06 August 2004 18:24:23,281911,2,50,2732317809641212,1,2
06 August 2004 18:24:23,281911,2,50,2726956381513270,0,3
06 August 2004 18:25:06,281914,2,20,2734328345189116,0,0
06 August 2004 18:25:06,281914,2,20,2737679237769101,1,0
06 August 2004 18:26:52,281920,2,50,2573485501354584,0,5
06 August 2004 18:26:52,281920,2,50,2735668702221189,1,2
06 August 2004 18:27:09,281921,2,20,2741030130348849,0,0
06 August 2004 18:27:09,281921,2,20,2728296738545263,1,5
06 August 2004 18:28:52,281930,2,50,2739019594800856,1,4
06 August 2004 18:28:52,281930,2,50,2739689773316862,0,0
06 August 2004 18:28:53,281927,2,50,2736338880736945,0,1
06 August 2004 18:28:53,281927,2,50,2741700308864766,1,3
06 August 2004 18:29:03,281926,2,50,2741030130348776,0,0
06 August 2004 18:29:03,281926,2,50,2573485501354544,1,5
06 August 2004 18:29:33,281925,2,20,2737009059252957,1,4
06 August 2004 18:29:33,281925,2,20,2731647631125118,0,5
06 August 2004 18:31:34,281935,2,50,2734328345189116,0,4
06 August 2004 18:31:34,281935,2,50,2726956381513270,1,1
06 August 2004 18:31:41,281934,2,50,2730977452609147,1,2
06 August 2004 18:31:41,281934,2,50,2740359951833007,0,0
06 August 2004 18:32:51,281943,2,50,2733658166673149,0,1
06 August 2004 18:32:51,281943,2,50,2738349416284993,1,6
06 August 2004 18:33:07,281945,2,50,2735668702221189,0,2
